cohort,schoolid_ulcs,schoolname,sector,rate_type,group,subgroup,denom,num,score,fscore
2015-2016,3210,Ben Franklin High School EOP,Alternative,4-Year Graduation Rate,All Students,All Students,93,31,33.33,33.33
2015-2016,3210,Ben Franklin High School EOP,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,26,3,11.54,11.54
2015-2016,3210,Ben Franklin High School EOP,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,67,28,41.79,41.79
2015-2016,3210,Ben Franklin High School EOP,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,80,29,36.25,36.25
2015-2016,3210,Ben Franklin High School EOP,Alternative,4-Year Graduation Rate,Gender,Female,55,24,43.64,43.64
2015-2016,3210,Ben Franklin High School EOP,Alternative,4-Year Graduation Rate,Gender,Male,38,7,18.42,18.42
2015-2016,3210,Ben Franklin High School EOP,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,75,30,40,40.0
2015-2016,3210,Ben Franklin High School EOP,Alternative,4-Year Graduation Rate,IEP,Has IEP,18,1,5.56,5.56
2015-2016,3210,Ben Franklin High School EOP,Alternative,5-Year Graduation Rate,All Students,All Students,159,56,35.22,35.22
2015-2016,3210,Ben Franklin High School EOP,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,75,21,28,28.0
2015-2016,3210,Ben Franklin High School EOP,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,84,35,41.67,41.67
2015-2016,3210,Ben Franklin High School EOP,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,137,49,35.77,35.77
2015-2016,3210,Ben Franklin High School EOP,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,14,6,42.86,42.86
2015-2016,3210,Ben Franklin High School EOP,Alternative,5-Year Graduation Rate,Gender,Female,90,34,37.78,37.78
2015-2016,3210,Ben Franklin High School EOP,Alternative,5-Year Graduation Rate,Gender,Male,69,22,31.88,31.88
2015-2016,3210,Ben Franklin High School EOP,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,122,50,40.98,40.98
2015-2016,3210,Ben Franklin High School EOP,Alternative,5-Year Graduation Rate,IEP,Has IEP,37,6,16.22,16.22
2015-2016,3210,Ben Franklin High School EOP,Alternative,6-Year Graduation Rate,All Students,All Students,174,67,38.51,38.51
2015-2016,3210,Ben Franklin High School EOP,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,73,23,31.51,31.51
2015-2016,3210,Ben Franklin High School EOP,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,94,41,43.62,43.62
2015-2016,3210,Ben Franklin High School EOP,Alternative,6-Year Graduation Rate,Ethnicity,Black/African American,149,58,38.93,38.93
2015-2016,3210,Ben Franklin High School EOP,Alternative,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,17,7,41.18,41.18
2015-2016,3210,Ben Franklin High School EOP,Alternative,6-Year Graduation Rate,Gender,Female,97,42,43.3,43.3
2015-2016,3210,Ben Franklin High School EOP,Alternative,6-Year Graduation Rate,Gender,Male,77,25,32.47,32.47
2015-2016,3210,Ben Franklin High School EOP,Alternative,6-Year Graduation Rate,IEP,Does Not Have IEP,127,57,44.88,44.88
2015-2016,3210,Ben Franklin High School EOP,Alternative,6-Year Graduation Rate,IEP,Has IEP,40,7,17.5,17.5
2015-2016,3240,Liguori Academy-Fortis,Alternative,4-Year Graduation Rate,All Students,All Students,34,7,20.59,20.59
2015-2016,3240,Liguori Academy-Fortis,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,23,5,21.74,21.74
2015-2016,3240,Liguori Academy-Fortis,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,11,2,18.18,18.18
2015-2016,3240,Liguori Academy-Fortis,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,19,5,26.32,26.32
2015-2016,3240,Liguori Academy-Fortis,Alternative,4-Year Graduation Rate,Gender,Female,17,4,23.53,23.53
2015-2016,3240,Liguori Academy-Fortis,Alternative,4-Year Graduation Rate,Gender,Male,17,3,17.65,17.65
2015-2016,3240,Liguori Academy-Fortis,Alternative,5-Year Graduation Rate,All Students,All Students,35,13,37.14,37.14
2015-2016,3240,Liguori Academy-Fortis,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,24,10,41.67,41.67
2015-2016,3240,Liguori Academy-Fortis,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,11,3,27.27,27.27
2015-2016,3240,Liguori Academy-Fortis,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,19,7,36.84,36.84
2015-2016,3240,Liguori Academy-Fortis,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,10,5,50,50.0
2015-2016,3240,Liguori Academy-Fortis,Alternative,5-Year Graduation Rate,Gender,Female,18,5,27.78,27.78
2015-2016,3240,Liguori Academy-Fortis,Alternative,5-Year Graduation Rate,Gender,Male,17,8,47.06,47.06
2015-2016,3240,Liguori Academy-Fortis,Alternative,6-Year Graduation Rate,All Students,All Students,38,15,39.47,39.47
2015-2016,3240,Liguori Academy-Fortis,Alternative,6-Year Graduation Rate,Ethnicity,Black/African American,21,8,38.1,38.1
2015-2016,3240,Liguori Academy-Fortis,Alternative,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,10,5,50,50.0
2015-2016,3240,Liguori Academy-Fortis,Alternative,6-Year Graduation Rate,Gender,Female,18,7,38.89,38.89
2015-2016,3240,Liguori Academy-Fortis,Alternative,6-Year Graduation Rate,Gender,Male,20,8,40,40.0
2015-2016,3270,Performance Learning Center Southwest,Alternative,4-Year Graduation Rate,All Students,All Students,11,4,36.36,36.36
2015-2016,3270,Performance Learning Center Southwest,Alternative,4-Year Graduation Rate,ELL,Non-EL,11,4,36.36,36.36
2015-2016,3270,Performance Learning Center Southwest,Alternative,5-Year Graduation Rate,All Students,All Students,10,4,40,40.0
2015-2016,3270,Performance Learning Center Southwest,Alternative,5-Year Graduation Rate,ELL,Non-EL,10,4,40,40.0
2015-2016,3270,Performance Learning Center Southwest,Alternative,6-Year Graduation Rate,All Students,All Students,10,4,40,40.0
2015-2016,3290,Excel Academy South,Alternative,4-Year Graduation Rate,All Students,All Students,226,95,42.04,42.04
2015-2016,3290,Excel Academy South,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,183,78,42.62,42.62
2015-2016,3290,Excel Academy South,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,43,17,39.53,39.53
2015-2016,3290,Excel Academy South,Alternative,4-Year Graduation Rate,ELL,EL,14,5,35.71,35.71
2015-2016,3290,Excel Academy South,Alternative,4-Year Graduation Rate,ELL,Non-EL,212,90,42.45,42.45
2015-2016,3290,Excel Academy South,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,126,59,46.83,46.83
2015-2016,3290,Excel Academy South,Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,44,17,38.64,38.64
2015-2016,3290,Excel Academy South,Alternative,4-Year Graduation Rate,Ethnicity,White,41,14,34.15,34.15
2015-2016,3290,Excel Academy South,Alternative,4-Year Graduation Rate,Gender,Female,99,46,46.46,46.46
2015-2016,3290,Excel Academy South,Alternative,4-Year Graduation Rate,Gender,Male,127,49,38.58,38.58
2015-2016,3290,Excel Academy South,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,196,81,41.33,41.33
2015-2016,3290,Excel Academy South,Alternative,4-Year Graduation Rate,IEP,Has IEP,30,14,46.67,46.67
2015-2016,3290,Excel Academy South,Alternative,5-Year Graduation Rate,All Students,All Students,231,145,62.77,62.77
2015-2016,3290,Excel Academy South,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,193,118,61.14,61.14
2015-2016,3290,Excel Academy South,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,38,27,71.05,71.05
2015-2016,3290,Excel Academy South,Alternative,5-Year Graduation Rate,ELL,EL,14,7,50,50.0
2015-2016,3290,Excel Academy South,Alternative,5-Year Graduation Rate,ELL,Non-EL,217,138,63.59,63.59
2015-2016,3290,Excel Academy South,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,133,92,69.17,69.17
2015-2016,3290,Excel Academy South,Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,44,27,61.36,61.36
2015-2016,3290,Excel Academy South,Alternative,5-Year Graduation Rate,Ethnicity,White,42,20,47.62,47.62
2015-2016,3290,Excel Academy South,Alternative,5-Year Graduation Rate,Gender,Female,98,65,66.33,66.33
2015-2016,3290,Excel Academy South,Alternative,5-Year Graduation Rate,Gender,Male,133,80,60.15,60.15
2015-2016,3290,Excel Academy South,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,200,127,63.5,63.5
2015-2016,3290,Excel Academy South,Alternative,5-Year Graduation Rate,IEP,Has IEP,31,18,58.06,58.06
2015-2016,3290,Excel Academy South,Alternative,6-Year Graduation Rate,All Students,All Students,233,162,69.53,69.53
2015-2016,3290,Excel Academy South,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,175,120,68.57,68.57
2015-2016,3290,Excel Academy South,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,52,41,78.85,78.85
2015-2016,3290,Excel Academy South,Alternative,6-Year Graduation Rate,ELL,EL,12,8,66.67,66.67
2015-2016,3290,Excel Academy South,Alternative,6-Year Graduation Rate,ELL,Non-EL,215,153,71.16,71.16
2015-2016,3290,Excel Academy South,Alternative,6-Year Graduation Rate,Ethnicity,Black/African American,135,102,75.56,75.56
2015-2016,3290,Excel Academy South,Alternative,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,44,31,70.45,70.45
2015-2016,3290,Excel Academy South,Alternative,6-Year Graduation Rate,Ethnicity,White,42,23,54.76,54.76
2015-2016,3290,Excel Academy South,Alternative,6-Year Graduation Rate,Gender,Female,99,71,71.72,71.72
2015-2016,3290,Excel Academy South,Alternative,6-Year Graduation Rate,Gender,Male,134,91,67.91,67.91
2015-2016,3290,Excel Academy South,Alternative,6-Year Graduation Rate,IEP,Does Not Have IEP,195,139,71.28,71.28
2015-2016,3290,Excel Academy South,Alternative,6-Year Graduation Rate,IEP,Has IEP,32,22,68.75,68.75
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,4-Year Graduation Rate,All Students,All Students,133,28,21.05,21.05
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,118,26,22.03,22.03
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,15,2,13.33,13.33
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,55,17,30.91,30.91
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,64,6,9.38,9.38
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,4-Year Graduation Rate,Gender,Female,64,18,28.13,28.13
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,4-Year Graduation Rate,Gender,Male,69,10,14.49,14.49
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,122,26,21.31,21.31
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,4-Year Graduation Rate,IEP,Has IEP,11,2,18.18,18.18
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,5-Year Graduation Rate,All Students,All Students,136,47,34.56,34.56
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,123,43,34.96,34.96
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,13,4,30.77,30.77
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,55,25,45.45,45.45
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,67,15,22.39,22.39
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,5-Year Graduation Rate,Gender,Female,66,29,43.94,43.94
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,5-Year Graduation Rate,Gender,Male,70,18,25.71,25.71
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,124,43,34.68,34.68
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,5-Year Graduation Rate,IEP,Has IEP,12,4,33.33,33.33
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,6-Year Graduation Rate,All Students,All Students,137,55,40.15,40.15
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,105,46,43.81,43.81
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,26,8,30.77,30.77
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,6-Year Graduation Rate,Ethnicity,Black/African American,56,33,58.93,58.93
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,66,15,22.73,22.73
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,6-Year Graduation Rate,Gender,Female,67,32,47.76,47.76
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,6-Year Graduation Rate,Gender,Male,70,23,32.86,32.86
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,6-Year Graduation Rate,IEP,Does Not Have IEP,122,49,40.16,40.16
2015-2016,3510,El Centro de Estudiantes (Big Picture),Alternative,6-Year Graduation Rate,IEP,Has IEP,10,5,50,50.0
2015-2016,3540,Ombudsman Northwest,Alternative,4-Year Graduation Rate,All Students,All Students,49,13,26.53,26.53
2015-2016,3540,Ombudsman Northwest,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,38,11,28.95,28.95
2015-2016,3540,Ombudsman Northwest,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,11,2,18.18,18.18
2015-2016,3540,Ombudsman Northwest,Alternative,4-Year Graduation Rate,ELL,Non-EL,49,13,26.53,26.53
2015-2016,3540,Ombudsman Northwest,Alternative,4-Year Graduation Rate,Gender,Female,23,7,30.43,30.43
2015-2016,3540,Ombudsman Northwest,Alternative,4-Year Graduation Rate,Gender,Male,26,6,23.08,23.08
2015-2016,3540,Ombudsman Northwest,Alternative,5-Year Graduation Rate,All Students,All Students,51,22,43.14,43.14
2015-2016,3540,Ombudsman Northwest,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,39,18,46.15,46.15
2015-2016,3540,Ombudsman Northwest,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,12,4,33.33,33.33
2015-2016,3540,Ombudsman Northwest,Alternative,5-Year Graduation Rate,Gender,Female,26,11,42.31,42.31
2015-2016,3540,Ombudsman Northwest,Alternative,5-Year Graduation Rate,Gender,Male,25,11,44,44.0
2015-2016,3540,Ombudsman Northwest,Alternative,6-Year Graduation Rate,All Students,All Students,51,26,50.98,50.98
2015-2016,3540,Ombudsman Northwest,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,32,18,56.25,56.25
2015-2016,3540,Ombudsman Northwest,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,18,8,44.44,44.44
2015-2016,3540,Ombudsman Northwest,Alternative,6-Year Graduation Rate,ELL,Non-EL,50,26,52,52.0
2015-2016,3540,Ombudsman Northwest,Alternative,6-Year Graduation Rate,Ethnicity,Black/African American,46,25,54.35,54.35
2015-2016,3540,Ombudsman Northwest,Alternative,6-Year Graduation Rate,Gender,Female,26,15,57.69,57.69
2015-2016,3540,Ombudsman Northwest,Alternative,6-Year Graduation Rate,Gender,Male,25,11,44,44.0
2015-2016,3810,One Bright Ray - Elmwood Campus,Alternative,4-Year Graduation Rate,All Students,All Students,85,35,41.18,41.18
2015-2016,3810,One Bright Ray - Elmwood Campus,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,58,26,44.83,44.83
2015-2016,3810,One Bright Ray - Elmwood Campus,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,27,9,33.33,33.33
2015-2016,3810,One Bright Ray - Elmwood Campus,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,83,33,39.76,39.76
2015-2016,3810,One Bright Ray - Elmwood Campus,Alternative,4-Year Graduation Rate,Gender,Female,45,20,44.44,44.44
2015-2016,3810,One Bright Ray - Elmwood Campus,Alternative,4-Year Graduation Rate,Gender,Male,40,15,37.5,37.5
